100 4012
70 82 90
46 99 91
98 7 52
85 72 92
40 18 85
9 74 91
50 76 91
82 66 78
5 40 77
99 44 59
15 42 61
55 72 83
6 73 59
26 85 70
68 33 85
87 28 85
95 60 69
93 54 82
34 73 73
50 34 49
25 48 77
64 3 56
20 92 89
77 88 74
3 28 88
85 5 99
80 43 88
42 32 83
50 47 89
60 56 54
17 72 89
36 31 55
51 36 97
37 69 51
76 10 64
49 21 66
80 59 75
50 16 99
65 79 72
25 28 95
24 11 71
93 2 79
1 76 73
56 85 75
23 96 55
6 5 99
5 8 73
90 28 58
40 59 95
25 11 61
45 55 73
24 4 50
90 92 89
41 65 84
29 5 99
73 33 94
18 61 50
80 50 70
65 3 92
82 87 92
94 88 94
73 70 51
62 12 63
78 37 61
47 97 83
17 54 91
16 71 71
67 29 64
28 59 68
88 61 55
18 64 59
62 36 78
24 20 91
5 25 87
88 44 68
10 60 79
40 53 91
61 48 81
16 69 70
90 75 52
96 86 97
75 18 55
21 57 88
67 15 74
30 94 70
1 18 79
53 24 60
76 100 88
25 63 74
49 100 54
43 26 55
65 9 93
17 40 58
72 84 94
32 13 90
44 62 65
14 74 67
17 59 90
69 74 88
96 78 94
2 26 67
50 61 89
26 70 61
72 89 60
88 10 86
90 39 81
69 86 58
75 5 60
70 14 83
85 11 63
85 89 75
34 58 97
26 71 64
74 32 97
70 73 58
91 13 53
19 49 74
9 65 56
65 7 84
21 26 89
91 100 79
10 83 62
72 14 81
10 87 74
41 27 58
8 89 81
11 80 49
86 59 89
87 25 59
59 22 57
73 81 54
64 70 79
10 20 89
6 20 79
10 51 78
56 45 70
37 9 82
94 24 84
59 91 54
14 48 93
50 57 84
49 20 66
62 3 59
67 63 86
45 32 97
36 52 95
37 25 95
92 73 69
91 45 92
15 87 99
95 7 99
58 2 62
47 67 90
51 19 58
80 78 79
36 7 95
3 69 65
70 86 66
26 11 95
24 21 93
53 41 84
14 43 82
56 64 99
65 85 91
18 44 60
67 44 80
31 10 76
82 75 77
65 34 68
16 68 62
71 26 76
76 45 81
6 11 71
7 22 74
70 88 51
97 29 97
38 26 59
79 19 66
59 56 99
69 10 65
86 65 95
31 95 50
61 21 63
53 75 55
52 71 49
69 41 80
32 16 77
60 5 75
75 67 60
83 69 66
53 14 73
16 22 76
34 74 73
29 28 86
16 10 69
76 31 89
44 46 58
70 50 69
38 66 55
48 45 99
48 50 77
26 39 63
72 28 82
60 20 98
19 20 52
14 73 60
64 82 87
51 76 95
5 19 95
46 53 52
17 31 94
28 46 53
18 16 68
70 68 99
21 27 58
10 65 95
22 35 75
74 2 88
95 49 95
13 37 56
64 84 85
39 26 96
38 43 73
89 50 78
6 95 55
27 4 83
20 53 98
11 26 74
30 67 71
26 44 55
88 71 57
3 95 97
49 2 97
20 40 87
57 59 94
76 55 82
44 50 79
10 8 58
77 22 77
19 12 77
17 38 67
52 82 62
77 84 54
49 93 60
5 34 50
32 94 63
40 13 49
46 55 80
21 33 78
82 39 92
19 89 56
99 24 60
25 62 85
25 32 98
24 16 71
75 79 65
25 83 81
6 94 83
92 55 55
97 86 84
28 11 55
5 32 59
43 31 68
33 28 84
14 19 64
2 56 74
66 67 70
62 48 88
46 59 56
22 49 76
27 76 82
4 8 67
97 96 89
52 75 49
64 65 85
58 59 62
66 41 81
43 89 99
74 17 59
41 79 60
58 51 87
30 31 67
98 58 79
80 40 61
88 53 69
75 43 99
78 80 65
37 10 53
35 77 91
63 74 97
94 34 56
28 17 63
49 13 50
94 63 94
28 40 54
16 6 68
30 20 58
46 77 57
88 94 82
79 84 85
52 56 88
6 63 87
9 13 86
43 6 85
8 71 62
38 77 88
51 13 66
58 92 90
31 80 92
77 73 66
1 4 85
30 78 61
72 63 60
26 78 74
67 16 72
67 30 58
77 93 59
46 16 55
79 83 72
13 41 96
54 76 92
78 22 60
5 49 88
7 32 72
27 22 80
79 69 54
11 24 76
39 22 79
69 42 63
67 27 65
17 16 81
38 9 80
7 15 99
14 12 50
84 24 71
52 92 68
82 80 60
21 69 76
34 8 62
68 84 80
50 1 66
54 72 61
54 69 80
83 61 95
27 77 78
87 73 78
32 49 72
60 78 61
47 21 57
92 34 96
17 2 73
38 24 95
100 37 54
79 97 71
20 46 67
81 69 86
15 32 95
91 2 50
52 91 53
64 74 94
83 21 55
69 14 52
58 90 53
1 13 57
100 24 59
81 93 71
56 6 67
24 28 86
9 19 80
39 61 59
52 85 68
34 10 51
13 73 92
16 30 73
53 66 56
41 74 67
69 48 61
7 71 79
55 74 52
63 3 98
28 63 96
49 10 56
68 88 69
11 43 81
7 36 96
7 24 94
40 86 93
39 5 62
32 1 98
48 16 51
50 43 59
20 90 73
63 73 49
85 95 69
67 87 76
68 77 82
31 86 77
5 21 91
16 54 85
44 20 84
54 46 59
60 31 89
84 28 86
90 70 91
32 92 58
73 50 56
86 88 54
3 44 86
47 69 78
33 74 89
49 15 52
54 61 97
13 10 92
33 50 56
33 23 84
37 95 92
52 77 71
69 68 64
89 17 79
90 6 51
80 87 49
34 76 57
84 77 86
46 100 97
81 50 83
16 42 83
9 43 74
65 19 69
38 74 53
56 37 75
39 40 99
1 25 65
100 74 93
57 92 97
34 79 85
72 22 68
46 20 66
49 72 83
35 4 64
40 68 71
60 29 89
98 4 89
45 91 74
74 19 74
92 86 95
62 70 53
48 90 88
21 58 93
53 20 77
66 20 67
33 27 56
74 69 69
56 13 70
64 6 97
96 3 91
42 66 72
54 89 89
67 61 58
71 81 99
48 88 68
19 1 92
69 75 74
7 99 70
37 67 93
45 36 57
97 62 52
44 23 73
26 100 66
7 92 71
60 72 97
81 56 51
83 74 85
6 28 80
70 62 49
78 67 54
98 85 76
43 76 89
58 30 51
40 11 76
48 76 77
8 12 63
22 65 82
47 66 81
15 49 76
54 97 72
44 79 77
75 90 79
82 86 60
43 37 75
17 63 85
53 4 60
99 71 56
94 80 91
54 94 57
71 69 81
87 81 66
44 38 62
44 21 55
97 77 91
61 60 80
1 34 66
28 66 50
67 22 76
75 78 96
70 67 95
100 77 85
70 7 72
42 95 80
58 66 57
78 71 50
41 98 62
72 15 84
57 79 65
82 21 84
49 53 61
88 52 86
13 74 68
61 92 58
81 83 87
58 95 83
39 37 87
2 100 50
93 68 84
20 66 50
93 12 78
69 12 83
37 63 97
64 53 67
67 39 71
41 68 93
14 29 52
72 9 58
90 51 59
89 57 72
8 82 64
76 85 49
89 60 71
24 14 65
65 100 50
34 37 58
50 98 93
82 62 93
69 67 99
28 2 50
63 14 97
91 30 73
36 89 75
1 64 83
9 89 92
37 84 56
65 17 93
84 23 49
40 89 87
9 3 52
64 57 63
65 66 84
75 84 60
88 89 49
3 37 86
90 81 61
58 97 62
77 18 73
19 25 77
4 1 69
76 78 50
75 69 49
38 59 60
5 64 58
37 18 90
61 52 91
19 74 90
57 99 73
51 77 61
98 14 94
12 93 88
45 77 80
51 41 80
35 17 68
99 19 70
63 39 90
48 92 57
45 65 54
56 9 66
95 72 57
54 58 75
68 42 54
72 77 83
27 61 96
30 26 85
5 78 72
51 88 84
72 69 58
78 14 94
88 57 90
7 79 71
29 98 81
96 93 92
82 76 63
27 28 87
76 66 56
29 51 86
94 42 64
81 72 68
36 20 85
41 29 82
94 82 52
93 32 67
90 26 96
1 26 79
43 19 85
91 12 70
17 99 92
55 81 67
75 96 68
55 26 59
9 26 57
19 90 73
29 73 95
18 74 86
78 70 81
94 9 77
9 56 59
24 5 75
80 74 66
76 14 66
39 51 77
23 40 99
34 27 78
47 10 79
8 58 88
16 93 88
89 55 88
4 10 49
3 7 89
95 25 60
18 27 93
9 48 83
67 28 87
90 65 88
33 45 72
13 52 81
90 100 52
33 25 80
50 62 55
41 17 51
67 82 76
95 80 95
42 23 55
8 37 93
97 66 67
17 83 68
97 65 97
7 28 88
35 34 61
100 58 54
50 53 87
93 72 79
100 43 88
47 14 60
37 91 89
38 88 80
1 30 64
98 81 55
29 78 55
20 61 72
82 81 52
51 1 54
48 65 61
13 31 55
7 41 91
18 45 53
71 38 62
71 89 96
8 38 66
54 37 58
58 24 71
76 46 99
20 42 75
85 45 83
50 60 53
51 23 81
62 54 71
76 49 84
35 27 70
21 5 91
89 45 95
100 30 96
22 18 59
31 22 53
86 15 79
1 8 57
77 66 70
34 62 99
11 18 72
53 13 89
31 62 61
49 83 86
75 94 74
34 1 52
32 8 57
6 93 85
29 82 50
39 8 55
72 79 62
79 25 62
79 52 97
13 6 79
51 49 90
8 49 81
16 35 76
100 90 60
4 22 83
28 71 75
70 42 60
49 97 74
80 12 56
24 84 68
68 8 60
82 44 87
25 35 65
87 11 80
100 81 80
27 48 68
42 54 56
35 40 90
59 45 82
65 75 94
52 51 84
72 65 64
69 20 77
58 32 57
92 53 73
4 68 90
77 32 98
48 75 92
90 44 49
15 85 91
3 13 97
33 5 68
28 36 96
97 80 50
52 80 75
4 28 87
35 61 62
51 70 74
70 16 95
42 91 82
19 41 88
35 20 90
55 66 84
65 96 52
52 78 86
89 29 81
69 36 98
51 85 77
22 86 93
23 51 72
31 60 99
43 34 84
80 1 73
66 31 94
53 31 80
42 8 50
80 93 90
72 60 55
44 9 90
1 24 50
39 97 67
68 90 98
30 33 66
39 59 80
13 84 68
15 1 56
71 43 85
77 23 89
12 34 92
13 33 94
71 40 81
74 85 76
77 91 60
87 20 74
21 60 49
66 34 97
14 49 63
38 4 64
18 62 59
62 17 82
25 78 96
79 12 61
4 94 54
14 27 78
21 86 77
10 76 67
19 34 98
23 39 57
86 85 72
10 3 67
75 46 49
70 92 82
81 53 97
48 64 51
55 87 77
12 50 82
66 18 86
52 33 84
49 19 81
46 58 59
18 55 98
42 74 83
34 17 81
61 99 61
17 42 69
59 97 77
60 22 57
41 20 60
22 51 76
16 96 76
12 39 55
10 88 84
68 54 97
88 77 59
86 36 81
22 59 72
40 44 52
98 59 79
56 75 54
80 54 92
95 30 92
85 68 53
18 78 50
61 40 85
92 24 62
46 2 65
47 55 66
51 84 99
2 31 61
66 28 70
77 78 92
52 55 74
48 26 97
84 64 60
39 83 99
85 34 87
75 97 56
1 11 60
33 98 88
50 36 80
84 50 65
46 84 57
18 15 91
70 8 53
38 98 52
75 40 94
43 28 77
6 61 83
43 11 74
82 33 74
67 40 79
31 46 59
62 93 99
40 62 65
19 29 81
64 37 66
63 21 95
2 71 50
24 54 77
6 68 80
43 21 84
2 15 86
25 39 53
57 21 62
52 57 73
38 76 50
14 4 60
81 25 94
37 48 72
18 17 54
85 99 77
4 7 55
64 5 49
36 17 61
61 11 52
90 15 51
6 44 74
78 18 55
88 7 64
43 65 90
58 44 94
52 86 66
21 17 52
5 7 60
71 37 98
75 91 68
90 33 83
19 36 88
4 52 71
13 90 75
81 24 69
23 76 73
41 66 95
1 16 99
11 65 74
94 38 61
15 71 76
65 14 59
4 47 64
81 18 88
75 99 83
29 23 57
21 20 83
88 96 62
96 16 52
31 70 56
85 76 78
49 69 86
71 50 91
73 13 97
42 28 87
16 21 65
51 15 76
80 72 57
25 51 85
40 1 58
88 24 53
46 70 59
22 88 65
63 87 71
74 1 49
99 95 79
67 25 93
48 17 99
4 39 76
72 27 97
57 81 69
57 68 82
97 10 85
84 76 62
33 35 57
67 96 55
45 7 56
41 64 66
5 80 93
2 6 59
26 93 66
74 63 88
16 15 68
11 45 50
1 100 76
60 87 65
73 79 50
8 45 80
27 98 53
33 42 69
76 11 79
15 59 65
8 25 57
92 78 73
92 71 91
20 63 91
20 82 75
73 75 85
49 1 74
70 89 72
51 40 58
49 50 55
34 12 71
32 42 84
54 27 63
7 37 93
19 64 59
39 72 61
79 14 52
71 51 54
18 35 91
16 29 79
11 30 55
37 97 55
12 64 66
46 7 56
78 57 95
5 71 94
38 18 96
30 10 66
45 24 55
80 86 67
27 45 76
44 3 85
43 25 88
92 52 58
73 42 63
95 88 58
41 16 97
100 93 73
5 10 87
66 11 77
97 6 65
48 25 78
49 27 56
91 80 59
21 89 74
11 12 88
86 38 63
92 84 61
51 22 76
73 62 79
10 5 83
15 67 95
96 19 53
79 56 67
63 50 99
61 36 59
66 24 76
43 9 66
58 63 99
23 41 74
79 64 98
27 14 91
50 64 99
32 89 75
46 12 73
100 20 90
90 22 85
28 69 53
32 80 65
99 88 81
27 68 54
54 74 72
89 47 75
26 16 82
35 22 91
11 55 77
17 69 86
12 65 85
96 42 89
42 35 53
27 44 53
63 10 71
83 45 74
84 88 92
74 96 66
11 60 73
10 1 85
16 8 99
79 30 79
58 61 81
68 20 76
6 54 89
73 39 75
2 32 90
71 12 61
56 12 51
48 39 60
82 63 78
75 58 59
25 34 52
97 92 77
73 4 90
84 11 83
69 51 78
90 68 60
78 76 74
6 2 66
78 50 99
16 77 53
70 2 54
71 2 94
15 9 60
15 100 73
47 6 71
88 72 50
78 69 63
65 47 97
53 84 90
77 36 65
39 38 56
42 40 57
79 62 85
84 29 88
20 30 57
44 34 87
21 82 81
84 7 92
3 84 64
50 40 71
20 6 63
61 46 58
61 90 75
81 99 73
40 85 95
8 99 69
58 83 94
28 6 91
29 49 94
92 39 78
56 26 77
68 95 96
97 42 90
98 70 52
7 63 93
57 91 70
97 12 69
49 4 76
5 14 68
48 27 59
60 40 56
1 56 59
39 2 81
4 15 63
95 70 96
37 30 95
39 32 56
51 75 88
10 44 87
94 60 69
23 15 82
89 76 96
74 6 65
8 13 87
77 5 93
97 8 72
73 37 51
29 75 73
4 76 60
55 65 57
41 12 89
88 84 91
7 93 90
36 48 63
53 42 56
57 18 56
32 68 88
41 18 52
95 86 77
57 46 96
14 61 57
29 32 76
24 47 79
49 85 79
60 96 52
84 9 98
86 35 70
46 65 63
9 2 97
66 48 58
99 72 78
54 29 53
2 88 90
56 90 88
17 15 69
78 36 98
75 6 66
33 32 53
30 19 63
71 52 87
6 40 92
4 62 51
20 83 63
61 88 51
8 61 84
57 29 76
29 87 71
75 20 75
1 29 95
27 47 61
43 70 84
26 42 70
100 86 93
99 78 87
77 7 56
23 4 87
46 8 74
25 75 96
6 46 69
1 10 60
78 74 56
22 26 87
45 15 90
45 8 94
49 75 84
88 95 52
8 78 85
20 35 71
92 58 73
33 84 77
57 13 55
66 32 95
40 45 60
19 68 73
73 20 78
12 67 92
99 25 95
26 56 97
24 27 93
100 97 79
82 70 65
90 69 92
54 35 95
87 62 66
81 59 81
28 57 74
29 91 74
70 39 73
15 24 99
40 76 96
77 40 84
54 28 93
40 82 71
2 41 75
44 41 74
29 55 95
21 9 96
27 58 65
11 7 74
58 94 64
67 97 89
70 32 96
62 2 50
71 66 52
75 66 85
10 72 81
58 72 82
54 39 81
94 56 70
86 31 66
34 75 72
15 99 51
23 82 80
99 47 66
5 17 91
69 66 93
92 18 81
38 62 60
43 85 74
1 47 58
67 8 63
15 86 94
99 8 70
76 20 88
64 23 56
35 41 90
57 77 68
100 60 91
47 54 84
84 3 66
21 84 79
96 7 70
3 38 81
27 12 60
79 86 80
41 10 94
48 31 88
91 72 58
91 28 92
32 39 52
7 18 73
73 2 60
23 30 92
94 93 80
16 26 73
95 98 62
11 34 86
18 52 76
5 1 98
59 41 49
56 74 55
78 89 82
37 77 87
16 38 81
99 98 60
100 29 58
15 93 86
70 28 99
78 15 57
97 34 63
93 46 80
62 39 73
46 61 60
37 8 94
40 72 56
59 29 82
18 54 59
11 4 98
85 17 67
10 73 92
92 88 63
5 45 72
68 10 85
2 70 85
75 25 52
60 19 49
83 2 50
89 52 58
3 26 68
63 98 57
87 45 98
71 5 72
65 97 57
40 6 52
35 78 88
7 33 68
81 91 53
6 27 68
19 84 65
89 40 50
75 61 58
94 50 86
30 95 88
62 97 66
49 58 64
90 60 90
44 98 68
66 29 82
65 33 49
86 53 61
98 75 84
24 81 78
44 55 86
48 54 82
18 40 61
15 98 66
74 62 85
4 78 81
12 44 61
53 64 62
52 93 97
63 25 87
54 31 98
32 50 78
24 58 55
38 80 98
41 85 92
79 29 68
57 5 87
65 52 68
63 38 65
53 45 99
17 23 65
50 65 97
66 62 97
31 61 63
60 65 80
89 62 66
67 100 94
36 22 73
13 100 72
30 22 95
46 35 67
73 83 62
64 93 51
85 50 51
76 56 53
29 40 66
29 85 80
97 20 68
55 62 50
25 26 60
75 54 87
55 9 72
25 27 64
23 92 94
22 79 89
88 63 81
36 72 83
12 13 67
31 69 87
54 78 64
35 98 70
64 87 74
48 18 93
89 27 64
17 60 95
66 57 63
64 77 58
97 15 88
29 17 57
98 39 58
18 84 49
80 90 76
31 39 66
2 33 62
54 57 68
23 62 58
23 98 95
96 30 88
16 80 75
97 41 98
87 39 84
46 13 53
77 56 76
74 16 77
39 87 83
87 79 61
29 46 77
22 33 72
26 40 56
98 42 99
80 56 98
73 23 70
54 62 66
52 84 61
40 70 94
16 51 71
5 61 59
56 20 99
51 100 86
41 6 54
72 33 91
100 32 82
91 43 64
100 46 91
6 66 95
72 16 75
95 12 74
3 15 63
10 18 80
64 34 72
28 22 86
70 23 98
25 33 58
70 22 96
91 7 83
6 31 97
65 69 91
33 57 66
76 34 78
83 100 95
9 7 68
84 81 97
98 23 84
47 81 51
18 26 56
60 55 92
61 86 56
26 61 84
46 33 55
20 54 73
33 78 85
77 97 85
63 68 84
36 35 63
51 46 67
37 81 57
50 92 75
89 18 96
83 63 84
75 62 74
65 86 62
23 53 75
39 31 79
37 42 81
62 99 99
47 99 73
2 34 91
68 98 54
36 95 51
83 29 96
4 45 92
70 12 65
65 56 97
4 36 68
96 52 70
22 60 69
9 15 90
7 87 57
66 35 95
22 20 63
22 5 72
88 82 75
9 71 81
95 48 92
48 7 50
59 68 90
48 61 62
39 9 78
35 7 76
8 43 49
12 45 85
64 30 51
9 8 79
76 39 57
30 25 68
55 71 61
86 70 52
67 64 96
95 37 49
80 68 91
93 8 63
78 10 59
64 1 81
78 38 56
29 86 77
70 97 66
99 59 99
8 41 72
68 81 51
31 96 50
42 83 62
24 15 76
60 49 57
76 75 95
26 87 94
71 48 93
30 99 49
54 63 93
35 1 55
62 11 81
71 75 79
27 5 52
52 60 72
9 80 85
24 45 81
82 32 66
82 20 74
8 51 97
49 34 80
48 99 71
95 89 66
67 84 59
40 3 58
46 24 94
75 22 66
17 26 57
76 8 58
67 4 60
15 58 98
1 46 63
89 30 56
67 32 78
66 22 91
34 89 84
6 51 96
33 85 68
67 51 52
15 97 83
56 7 99
73 74 80
56 63 72
70 9 85
75 82 72
31 11 67
37 2 49
29 90 87
70 31 85
5 97 74
33 60 76
20 51 71
34 60 51
83 82 94
40 97 54
56 81 89
90 16 66
27 83 52
39 20 90
85 69 58
63 22 54
30 50 81
44 43 72
59 74 93
42 99 68
77 25 65
4 49 81
10 99 63
35 49 74
89 22 52
74 52 87
41 3 74
70 59 91
85 73 65
17 70 53
68 40 68
83 37 76
93 30 95
91 15 64
81 55 78
97 73 50
86 6 99
21 100 79
2 79 95
39 18 85
36 34 75
77 27 88
40 90 73
10 39 73
91 71 92
17 45 71
48 68 63
49 79 72
31 36 79
53 49 72
64 92 72
57 65 52
82 100 93
41 26 78
62 55 96
86 78 93
78 95 79
27 13 60
96 72 87
76 58 59
99 21 84
12 83 69
60 62 89
71 42 83
98 49 83
91 60 55
19 71 81
40 56 90
6 42 75
84 95 50
15 91 54
60 15 91
20 32 51
29 47 69
55 75 59
76 2 67
77 54 72
100 21 95
96 25 57
62 73 86
32 55 74
72 92 49
66 37 66
64 48 85
1 87 61
100 40 59
65 63 97
13 76 58
79 70 55
28 96 55
99 34 96
59 84 85
96 39 76
53 97 85
15 48 84
87 76 53
97 23 78
92 66 81
5 69 68
31 28 93
89 81 90
25 61 73
31 68 74
16 5 99
56 50 59
64 8 74
92 46 51
28 33 92
29 74 55
91 36 76
46 42 98
73 65 81
59 89 69
52 24 94
81 58 55
25 7 76
62 13 90
8 94 59
44 45 75
55 67 85
69 29 76
22 36 99
93 62 78
93 36 96
58 56 67
10 78 76
14 23 88
92 97 83
87 18 51
66 10 77
75 2 54
36 27 86
83 50 88
92 68 77
62 89 63
47 65 77
48 95 67
47 29 56
93 45 94
