100 4012
94 27 93
74 26 62
45 89 51
8 11 64
54 29 90
65 34 74
39 66 91
1 81 87
82 53 56
49 38 83
81 58 56
43 5 61
28 41 55
61 71 70
50 86 65
29 9 83
53 95 81
28 46 86
20 13 84
50 83 61
84 82 77
25 68 64
94 45 74
12 76 83
59 21 87
53 49 66
44 67 98
12 47 69
77 98 96
56 22 91
60 70 85
49 67 65
74 85 96
81 39 71
41 64 81
98 37 69
53 5 94
81 56 61
78 7 85
73 7 94
58 75 82
1 36 96
78 36 75
56 69 59
27 85 76
27 46 83
80 96 79
55 44 77
2 88 67
95 12 83
3 19 95
74 23 89
10 8 58
53 71 57
71 16 87
24 74 65
60 55 87
45 65 75
89 82 70
31 33 64
16 81 99
93 46 58
12 54 57
46 62 79
83 100 79
3 51 77
78 97 73
15 54 65
10 66 90
52 20 95
58 37 87
82 46 82
16 68 76
17 85 96
47 63 57
11 16 98
29 64 67
89 6 91
60 83 64
48 2 62
10 87 75
86 70 83
57 46 66
40 91 76
19 71 69
79 3 90
10 98 69
6 78 54
10 33 55
76 90 70
10 94 82
90 14 63
78 73 58
79 24 86
86 59 64
77 42 68
42 76 83
84 43 61
60 28 98
12 44 85
38 56 88
69 45 76
50 41 62
32 49 94
88 4 50
7 89 55
52 79 98
77 16 50
31 61 50
94 39 97
11 15 61
76 42 52
80 29 95
49 82 81
61 14 77
33 74 71
28 94 65
88 97 58
8 36 73
33 17 52
13 39 64
95 76 85
58 12 62
74 50 52
64 35 83
80 49 70
58 79 81
98 93 88
76 26 92
88 61 66
82 88 97
18 70 90
39 6 73
97 25 94
26 2 66
75 88 61
24 5 65
64 15 93
39 79 69
70 28 78
45 95 80
14 93 61
48 73 93
66 87 98
96 91 72
16 30 76
77 39 74
68 23 81
96 43 83
52 65 61
77 2 54
87 69 86
42 55 64
67 49 54
96 68 85
42 100 84
47 88 66
100 48 64
1 11 60
38 5 51
54 58 79
2 21 79
51 2 77
12 67 55
56 49 75
83 42 77
33 60 92
20 82 97
61 74 61
20 66 88
41 58 57
61 23 88
79 36 75
95 54 85
79 91 69
8 85 93
58 88 67
61 82 74
18 87 90
67 8 70
50 44 75
92 48 94
5 22 79
47 82 77
8 17 52
47 4 99
69 27 85
41 84 85
41 24 79
12 75 89
53 54 74
57 50 58
12 8 91
5 10 62
56 33 77
5 15 85
86 2 99
5 23 74
7 52 95
18 52 99
5 14 73
21 23 95
13 98 64
96 56 54
38 23 89
9 11 54
2 76 66
82 56 88
40 36 88
73 64 66
54 69 97
65 100 69
92 95 58
96 77 70
56 59 77
94 2 63
51 14 98
13 40 69
90 33 55
64 29 50
36 100 81
82 13 52
9 35 62
7 14 68
79 74 55
13 55 55
46 23 83
80 61 92
53 45 85
77 97 56
37 32 61
75 10 97
24 95 80
96 89 79
18 19 53
48 62 93
93 65 57
30 53 78
51 31 81
46 98 86
89 57 71
42 5 93
50 99 60
34 13 84
51 89 88
57 61 78
8 82 75
70 18 81
20 60 80
57 67 73
22 86 71
12 39 56
85 80 61
29 49 87
14 40 85
100 84 81
55 31 99
56 77 65
88 84 56
15 14 50
44 65 82
28 24 53
53 33 57
86 69 79
7 15 97
77 68 61
58 77 50
37 12 80
83 5 85
32 89 99
45 50 57
87 22 77
65 69 74
66 24 50
50 10 60
63 57 68
82 2 77
1 6 79
58 76 91
72 17 60
85 7 61
92 64 77
66 40 71
79 61 65
2 82 76
43 42 81
13 3 71
45 22 69
80 78 92
18 90 73
18 86 61
62 67 94
17 11 79
100 14 68
77 27 51
17 44 60
88 99 69
2 7 80
3 74 99
19 18 66
68 12 50
29 97 93
81 73 69
60 11 52
87 90 84
66 96 81
11 74 82
93 96 61
75 80 86
95 34 69
91 83 84
98 77 65
48 25 80
20 36 98
12 20 88
53 32 66
77 44 67
52 40 79
77 1 79
78 21 98
64 67 50
36 27 77
30 47 89
5 75 71
26 74 90
79 48 69
59 46 53
1 84 56
69 57 97
45 1 70
10 4 80
40 37 98
25 94 87
1 65 94
4 50 66
55 100 57
74 70 53
39 30 87
34 49 71
12 87 94
99 52 97
4 100 79
45 87 64
39 62 82
22 40 63
26 38 63
71 2 99
49 15 53
56 23 89
34 2 78
7 20 95
94 33 69
96 31 63
29 90 72
55 2 86
45 17 69
85 1 89
6 51 90
24 41 66
7 28 90
60 37 75
74 61 66
93 27 69
64 1 50
45 7 56
87 52 65
48 98 69
19 85 93
36 45 95
62 41 83
51 62 85
14 96 75
18 45 69
59 5 84
63 4 88
70 4 65
6 86 59
12 70 72
23 27 85
49 7 83
69 59 77
17 25 73
88 23 66
4 39 82
11 58 63
71 31 57
88 7 54
71 100 85
34 19 58
50 56 97
67 17 83
60 1 83
10 34 61
73 17 92
8 31 97
53 97 82
16 42 87
74 62 63
60 91 65
20 38 76
6 69 70
75 60 65
46 86 77
44 54 87
16 1 64
9 76 58
34 79 69
32 52 91
83 63 64
28 3 90
67 44 81
17 63 92
87 5 59
4 32 89
53 91 54
3 75 97
68 39 60
75 31 56
28 70 95
24 27 60
10 65 79
27 31 67
95 22 65
7 79 80
6 5 52
40 55 67
95 2 89
77 9 88
82 29 99
52 78 62
18 17 56
82 43 50
36 10 88
19 50 79
38 25 62
71 72 64
94 3 63
8 68 64
24 84 60
85 69 80
51 35 76
14 8 52
99 39 79
97 21 50
88 56 55
63 98 56
82 70 82
39 88 75
95 72 92
48 6 81
4 27 86
48 1 81
1 79 63
71 1 55
54 60 94
50 67 86
57 42 96
97 45 55
71 76 81
86 50 97
36 18 78
45 55 57
97 5 64
34 14 74
72 88 75
71 32 78
72 44 71
18 50 64
94 48 94
93 98 74
15 85 85
51 63 74
88 86 74
23 99 76
65 21 74
32 13 80
5 82 54
32 86 85
73 52 97
35 80 93
46 21 68
44 25 80
94 77 94
52 75 67
16 61 87
54 97 62
35 86 59
79 17 88
48 57 98
5 53 90
68 98 80
52 31 81
37 86 69
32 57 65
11 26 93
51 59 52
24 36 53
74 64 97
59 37 90
34 93 80
91 61 68
27 80 98
82 60 79
32 61 50
40 74 88
79 30 99
12 78 98
20 49 98
55 96 67
54 46 67
88 14 81
2 37 77
97 99 74
52 98 93
8 29 96
40 26 65
22 11 85
74 39 60
60 7 78
32 19 82
8 43 75
55 51 75
6 30 64
92 24 77
87 84 59
24 56 53
63 78 62
94 87 97
63 36 64
80 3 54
59 34 93
9 42 95
58 32 93
22 4 65
83 75 91
53 19 63
77 73 95
100 18 82
24 40 51
83 20 63
78 3 69
76 23 63
20 3 76
95 86 52
53 76 50
59 52 88
24 45 94
73 29 86
90 73 62
53 25 87
9 52 94
89 75 93
38 93 79
25 14 69
32 100 74
26 68 63
7 38 56
61 83 55
99 16 71
89 7 94
27 83 98
35 56 84
67 36 86
100 86 92
56 24 83
67 15 62
34 80 71
25 22 93
6 25 59
86 58 60
49 51 86
92 45 74
72 54 64
4 36 68
41 80 80
97 19 90
57 53 81
57 12 54
68 20 51
25 18 75
36 50 77
79 12 55
79 31 62
5 18 88
43 48 65
91 55 77
99 68 62
100 13 81
98 66 84
2 33 87
5 97 65
8 16 57
66 94 56
84 44 63
37 63 92
83 74 81
49 4 57
97 16 72
69 71 80
36 3 59
65 23 65
45 63 81
23 77 80
57 66 94
42 97 57
84 80 83
49 3 72
24 51 63
88 40 62
91 92 73
83 70 75
72 13 75
79 77 94
53 98 77
30 76 72
21 41 81
44 87 58
92 20 70
12 84 97
10 58 88
31 8 82
70 46 73
76 35 50
15 21 54
32 63 96
64 56 63
36 5 83
28 97 83
16 73 58
5 78 85
40 32 81
58 44 94
2 45 68
63 44 75
69 47 68
10 32 58
92 21 77
80 56 56
32 74 70
5 27 85
78 42 94
82 35 73
94 18 95
59 91 78
93 29 67
96 8 95
53 63 77
65 7 62
58 21 71
20 16 55
35 40 91
10 57 67
93 86 84
80 42 77
87 94 98
44 13 63
8 10 93
2 19 98
33 88 63
48 9 62
98 99 70
58 41 93
56 72 53
98 33 85
15 40 50
22 34 95
41 20 94
79 37 79
21 80 68
59 30 89
5 61 82
29 66 73
57 54 50
97 64 71
89 66 86
83 47 59
8 38 89
4 77 53
21 20 60
39 23 84
51 32 51
29 26 53
93 55 52
62 76 90
57 31 82
97 70 50
66 36 60
47 90 69
89 9 60
100 20 95
9 41 60
42 93 90
96 40 72
13 57 55
26 3 60
28 49 70
61 96 64
31 82 76
53 47 66
95 58 59
56 96 84
78 90 85
22 69 94
10 30 61
75 47 95
81 66 85
67 96 61
42 59 99
95 11 52
31 44 96
39 47 97
55 98 83
25 30 72
42 7 53
17 3 94
2 67 86
63 92 58
41 57 94
49 78 86
85 59 90
33 24 89
33 44 90
34 8 82
75 66 54
53 68 53
84 16 89
43 55 71
64 7 91
2 14 94
27 58 95
78 46 69
33 47 82
83 69 79
7 41 73
70 98 52
1 76 65
27 68 77
92 60 67
48 67 73
44 90 80
68 35 71
93 11 53
94 96 55
23 72 60
4 35 71
66 18 62
69 72 70
68 78 82
22 58 69
29 31 65
88 3 75
1 38 97
71 78 95
89 68 94
28 7 99
23 57 92
12 72 89
5 37 54
8 100 95
90 34 97
54 21 69
88 93 75
82 59 61
99 8 64
74 92 55
49 59 71
22 74 51
1 93 73
84 95 54
47 86 91
26 41 90
55 26 91
49 73 70
9 74 53
62 4 83
97 69 63
81 62 72
59 18 59
2 99 69
16 51 51
8 90 88
7 91 81
78 67 91
72 49 51
9 65 68
55 90 79
46 73 83
25 57 72
27 57 53
8 19 54
100 94 71
70 35 51
20 70 80
46 35 93
45 67 72
81 37 81
2 11 50
11 19 88
83 98 56
90 13 55
54 65 57
87 62 61
68 49 83
26 7 58
75 18 56
94 64 91
18 10 60
43 3 94
95 66 70
7 84 92
26 92 56
27 67 81
55 13 50
41 93 51
13 14 93
89 14 63
41 60 62
16 50 55
68 10 97
28 54 83
26 86 98
73 28 50
51 64 70
78 56 97
14 10 70
29 30 84
60 40 84
34 45 84
3 2 83
86 5 57
76 86 70
9 27 95
70 95 94
74 56 61
17 74 72
30 86 66
28 95 63
7 22 76
70 78 65
46 37 58
17 59 67
40 78 75
2 72 55
16 37 53
83 37 76
38 60 73
16 19 63
99 62 85
35 45 93
24 30 97
34 44 55
83 26 89
15 48 62
67 16 63
90 26 96
67 63 73
44 28 95
57 10 73
77 29 51
68 100 63
12 34 52
69 76 59
23 52 79
17 4 64
19 31 56
70 38 73
33 65 60
27 76 85
19 39 89
20 4 97
15 83 85
49 17 66
17 81 66
13 31 95
45 51 76
97 71 77
44 52 59
56 31 67
49 48 62
96 18 93
98 70 95
76 54 87
73 45 62
24 96 69
77 11 70
17 21 95
71 73 78
86 62 57
30 49 84
65 98 59
16 7 80
91 59 79
23 68 92
89 56 52
19 61 94
5 24 90
50 72 61
40 71 65
27 70 87
42 19 73
85 41 53
23 86 58
36 8 75
83 10 78
36 82 99
48 35 76
40 62 90
65 13 92
75 16 56
6 55 70
98 46 51
88 96 65
32 26 52
68 90 82
34 65 92
94 89 81
74 72 96
43 60 55
62 60 68
85 54 97
59 45 60
36 14 66
60 5 90
51 49 82
88 11 65
90 29 74
94 90 80
6 48 99
20 96 74
33 25 61
78 59 75
32 97 98
98 57 82
14 66 55
47 96 66
90 87 72
43 73 90
100 80 89
7 62 54
95 10 53
57 24 70
46 66 64
75 72 59
96 86 65
70 74 97
98 43 95
85 60 63
40 84 81
92 99 63
43 17 72
60 65 91
30 28 65
31 77 76
94 26 61
54 17 96
100 61 74
11 71 62
74 88 85
63 53 83
27 93 85
92 74 65
92 85 65
74 1 71
61 99 77
30 63 73
74 71 58
100 28 63
32 31 94
58 100 61
26 18 97
45 14 95
58 14 94
73 36 53
25 36 82
80 97 63
86 3 68
43 85 77
90 21 60
42 75 67
60 62 85
12 40 83
10 76 97
93 72 61
25 76 77
30 24 66
47 51 73
23 4 77
92 39 95
89 38 51
78 18 98
15 56 95
51 70 59
3 20 86
39 5 87
80 7 76
10 89 86
25 33 92
82 31 94
34 25 86
42 67 85
13 87 85
7 30 63
24 62 62
95 79 96
37 71 65
82 10 99
21 39 96
60 34 88
81 76 83
32 25 67
63 80 91
6 19 77
74 10 69
22 12 79
65 83 70
81 92 52
73 33 60
31 35 70
27 13 58
39 18 89
87 72 64
8 42 88
88 28 99
1 9 90
36 84 86
67 81 83
75 89 95
32 46 51
64 44 55
64 48 70
45 3 71
63 11 52
29 67 63
2 36 78
63 23 99
18 64 84
94 58 88
43 54 84
85 71 62
44 59 96
26 100 68
7 92 97
89 34 94
48 42 51
71 52 65
89 71 61
91 28 87
20 44 90
69 28 83
98 19 61
13 37 56
12 96 83
36 56 99
96 70 53
59 32 81
54 100 60
43 16 74
62 42 50
83 29 69
85 14 87
82 68 99
45 35 96
83 96 91
6 33 60
24 94 53
100 67 79
93 84 95
70 45 80
11 66 75
22 73 56
23 84 66
96 52 95
53 87 89
81 48 81
36 93 68
79 7 85
62 78 69
55 56 60
6 97 76
11 30 67
51 95 68
77 55 78
20 23 74
65 85 52
11 63 99
84 32 63
2 20 72
54 45 63
99 19 81
34 74 88
69 52 54
6 58 86
95 92 88
55 11 89
84 71 85
22 38 89
63 5 66
85 86 90
73 2 64
27 55 74
39 45 62
22 26 70
60 73 88
97 86 50
7 27 51
47 40 89
97 79 56
90 46 51
23 3 90
81 44 51
99 100 96
37 65 81
71 92 79
94 43 96
21 81 96
78 35 52
76 2 51
88 75 84
94 59 82
80 79 64
58 42 86
73 37 69
14 99 59
21 31 94
15 100 62
53 100 65
6 43 98
98 18 63
37 35 68
88 63 78
27 36 76
29 54 70
64 73 55
9 43 79
67 29 72
67 70 56
66 62 86
4 28 56
65 33 82
64 10 68
36 54 99
52 18 65
60 71 52
58 83 94
88 76 84
91 89 93
33 66 68
19 16 68
31 81 94
37 55 85
49 40 90
44 61 71
98 36 83
9 77 64
18 98 57
60 78 78
23 60 59
11 7 70
57 94 76
75 49 69
22 29 92
98 12 68
64 77 64
80 35 97
7 17 89
63 97 50
72 10 84
30 59 57
33 29 89
81 52 52
87 73 87
57 15 98
92 22 93
92 15 63
56 18 79
70 54 92
84 81 97
81 95 84
96 41 67
30 96 87
64 9 87
95 98 78
44 24 61
50 28 71
91 31 96
10 12 82
48 3 95
42 41 93
37 70 91
99 47 61
56 16 55
41 30 77
21 3 54
37 14 59
44 76 89
47 22 76
26 87 96
35 63 93
23 85 53
7 60 58
62 68 70
80 45 75
74 8 69
13 49 95
36 91 50
62 13 88
19 28 94
50 2 75
76 45 86
27 30 73
99 58 98
76 60 77
40 18 56
39 59 95
48 43 80
86 98 57
87 16 92
53 16 81
93 45 99
68 36 98
59 8 67
33 83 87
85 20 54
52 24 63
100 92 65
6 15 99
18 68 53
69 61 91
96 60 88
25 95 97
4 47 70
58 54 64
61 60 60
8 71 53
37 81 73
70 79 80
89 86 73
37 69 71
24 50 55
67 83 81
79 25 64
99 42 88
16 79 54
40 72 86
65 29 67
23 95 83
54 12 60
38 54 87
13 73 65
15 60 95
71 18 85
30 21 57
41 19 59
52 50 60
61 15 75
55 88 71
91 25 71
26 59 57
56 60 76
25 59 50
53 26 56
99 54 50
32 91 62
71 29 76
30 1 93
22 15 65
49 58 78
30 19 80
41 5 72
46 89 90
35 34 78
37 48 97
74 98 53
82 28 54
10 50 60
77 34 74
90 99 68
10 17 71
57 96 53
6 47 74
4 95 77
4 64 76
43 34 73
79 90 94
31 69 54
5 25 75
26 54 54
85 87 61
99 34 78
84 5 83
4 8 94
9 93 68
43 74 67
5 16 71
80 76 60
98 80 70
95 83 84
21 49 85
51 27 83
47 7 55
24 66 52
97 20 99
45 77 99
1 54 71
29 80 77
74 91 66
15 42 82
31 74 93
96 33 59
71 59 57
1 43 53
94 67 65
66 32 83
81 6 67
46 75 77
93 87 59
41 65 64
68 43 87
73 49 93
40 73 87
41 3 88
50 38 94
50 24 90
24 26 56
28 5 53
97 55 72
32 2 53
23 43 81
79 35 76
66 1 89
40 30 94
70 44 57
71 35 83
30 67 50
83 51 68
96 72 93
54 31 51
26 53 89
4 89 88
33 30 72
7 94 83
90 38 54
6 87 93
69 78 67
1 87 96
33 68 59
83 12 88
82 18 87
75 14 56
56 4 81
9 86 88
64 5 56
64 91 51
41 6 72
68 16 77
62 23 58
94 69 94
11 46 81
58 24 74
53 75 79
41 43 53
31 72 96
82 15 90
53 2 63
40 14 62
97 80 74
95 19 74
47 70 97
11 57 59
79 1 96
49 29 83
19 47 63
30 5 87
54 7 95
67 35 77
85 18 99
10 40 80
38 61 71
64 58 54
77 71 54
65 97 51
33 12 75
88 66 68
77 99 81
37 68 75
40 94 80
99 1 81
41 66 98
47 29 91
35 30 53
48 47 90
64 47 55
36 55 86
71 56 81
27 48 60
100 24 88
100 33 66
26 95 65
75 100 70
73 66 99
79 18 72
2 51 82
88 57 50
68 1 58
1 99 92
75 41 83
48 27 78
23 11 64
70 64 52
91 47 97
66 15 67
62 81 67
29 73 97
18 32 87
41 4 91
89 84 65
100 37 98
89 18 87
96 59 69
27 82 67
36 92 96
29 36 63
85 68 99
28 69 60
100 16 78
29 42 89
23 56 59
49 97 75
39 69 58
36 64 87
16 23 75
49 35 94
64 37 95
7 74 83
54 83 93
34 53 86
38 36 89
32 87 81
39 97 63
19 93 78
15 70 69
1 78 59
74 21 59
46 4 80
26 39 81
70 50 75
93 88 83
88 15 74
53 86 70
61 20 87
32 9 72
100 34 86
72 95 52
55 5 52
72 12 69
31 34 65
28 31 94
14 64 92
45 20 96
15 5 86
89 92 51
74 46 66
5 64 56
23 63 77
51 67 90
95 91 72
20 48 50
65 96 76
85 5 72
26 88 85
69 63 93
23 12 51
100 82 66
28 58 75
47 13 50
80 74 99
16 26 51
75 9 95
76 95 52
79 76 89
41 27 72
53 55 71
3 26 76
73 91 51
12 28 72
38 44 59
65 91 75
90 72 71
66 23 50
5 38 89
75 28 78
3 7 90
37 67 95
72 29 50
94 95 84
35 72 85
99 70 58
26 70 74
74 58 55
73 46 97
16 35 69
29 8 87
44 32 97
27 49 65
98 90 63
28 25 88
48 12 55
18 60 77
86 88 89
39 93 68
56 95 60
37 92 66
85 51 57
33 76 81
21 93 82
77 58 54
90 15 64
50 87 87
12 7 62
66 17 56
18 40 98
17 70 71
57 37 64
51 86 88
25 49 65
95 52 91
23 66 51
100 44 58
51 80 66
77 80 63
38 8 93
43 38 52
95 93 70
72 81 75
85 6 85
86 6 95
47 58 84
16 64 53
27 96 72
34 51 70
12 95 58
86 33 56
87 49 96
7 67 70
59 86 75
53 27 97
20 80 65
48 65 81
44 55 99
64 32 73
91 96 97
12 21 53
89 24 59
57 92 62
19 25 75
15 66 70
57 76 63
33 16 60
57 87 76
58 57 71
89 100 62
82 4 91
40 79 52
92 98 88
77 8 94
7 44 62
82 50 95
73 44 87
58 16 82
61 11 65
25 62 54
66 44 57
38 91 98
38 82 86
9 49 98
78 70 78
98 39 80
35 94 59
1 3 93
59 36 80
88 74 73
31 73 77
61 5 77
46 77 85
27 7 63
85 97 85
3 71 63
46 93 51
84 72 60
81 7 85
88 43 69
62 28 66
80 66 80
57 45 68
94 54 72
34 87 87
37 74 88
60 97 84
28 62 83
10 52 98
19 52 71
78 88 94
99 55 70
40 34 51
83 95 89
1 98 58
79 42 87
4 53 57
9 69 94
4 40 96
62 82 60
17 43 75
100 47 77
92 27 72
59 63 98
81 24 98
81 33 99
89 42 88
36 47 92
55 14 61
45 13 59
82 84 63
43 6 97
57 78 89
45 26 90
39 37 70
18 99 54
17 34 91
84 70 90
16 31 91
35 96 69
67 66 99
16 48 50
98 10 90
26 44 70
3 59 88
13 2 66
69 54 67
95 56 65
91 42 70
70 29 62
44 57 50
58 19 90
73 70 91
28 15 91
61 76 97
35 2 76
20 78 75
47 79 70
84 14 84
31 26 98
38 58 53
20 59 87
78 68 67
98 51 76
66 9 79
11 6 80
77 94 75
13 38 78
69 41 61
4 84 91
89 50 85
79 57 58
52 87 88
76 10 97
57 9 87
70 10 71
86 67 75
60 79 50
3 33 59
67 18 82
65 84 88
98 67 99
91 81 79
66 80 89
60 13 95
50 80 61
30 91 81
77 72 87
70 73 63
7 68 74
