101 10000
34 95 30
85 58 61
99 5 16
26 98 43
51 93 22
91 13 13
86 46 43
69 91 93
98 52 35
35 38 59
32 85 47
39 61 24
44 94 91
95 70 23
31 85 39
63 58 48
74 65 95
73 81 9
73 81 91
73 35 53
98 26 27
54 59 99
17 24 87
8 11 69
41 20 1
75 12 4
41 54 39
41 95 9
5 16 70
42 60 89
14 48 35
61 46 77
23 33 27
18 83 25
77 79 32
16 96 1
89 8 87
99 8 4
74 13 49
32 93 96
42 66 14
14 18 2
60 17 26
16 47 80
97 20 88
37 11 4
99 16 63
40 47 84
11 59 61
90 49 69
82 47 27
62 27 54
75 81 100
14 56 13
47 69 57
13 48 55
18 93 83
4 91 11
96 45 4
88 11 90
58 9 56
50 19 13
63 3 13
79 28 13
58 74 51
14 16 38
5 37 10
14 31 51
22 49 78
57 7 8
55 64 99
100 93 80
18 2 55
89 52 49
71 36 41
58 56 13
68 32 62
24 7 20
14 98 1
71 50 66
27 72 41
39 16 59
96 26 18
54 19 9
59 30 42
85 61 14
88 14 64
8 56 25
36 89 77
17 22 59
92 3 93
85 22 15
55 99 50
1 7 60
97 39 38
90 38 19
53 51 51
23 85 18
29 83 5
15 9 92
25 89 60
57 9 74
63 63 35
93 21 29
33 60 71
58 36 45
55 94 80
66 45 12
34 53 16
5 55 42
66 74 5
43 73 29
98 25 88
60 72 39
8 73 65
45 92 59
50 90 73
5 81 29
52 94 17
95 51 81
81 72 35
91 50 84
74 94 75
74 28 23
74 64 19
82 95 8
86 12 97
40 89 77
78 77 12
70 2 55
89 37 2
66 19 86
92 6 44
26 6 21
14 57 52
69 70 77
6 24 58
82 11 47
92 99 86
96 70 65
45 1 58
21 45 73
7 30 97
95 57 20
90 67 77
97 93 99
41 20 26
88 33 4
99 79 7
2 93 53
98 25 69
78 3 100
43 73 58
98 78 54
83 6 76
2 68 53
94 32 61
87 11 8
15 38 36
63 5 76
9 85 25
6 2 80
51 77 53
85 29 100
78 78 91
79 24 45
96 40 86
44 51 94
47 4 1
5 53 75
38 81 67
58 64 22
52 89 18
89 59 30
43 67 75
91 15 93
54 69 100
70 42 18
51 5 14
8 21 72
71 91 15
64 29 55
55 30 65
8 10 15
7 4 27
85 15 100
13 37 41
91 84 77
6 25 6
88 44 37
42 81 8
60 66 11
9 69 24
71 34 22
69 60 9
34 44 15
10 57 41
83 39 38
64 76 98
96 84 49
73 45 79
54 85 8
29 6 75
85 94 77
21 30 19
47 6 96
47 86 47
77 19 30
8 55 7
51 81 46
86 72 80
88 29 100
54 61 39
92 28 28
9 43 57
17 24 20
77 31 63
9 82 37
5 57 80
50 77 5
78 86 12
25 75 37
15 47 62
22 61 98
20 22 77
15 26 95
71 42 65
79 92 92
24 2 77
23 77 51
96 44 67
52 78 74
29 69 85
42 57 69
82 2 32
57 87 5
96 57 5
13 63 5
89 85 41
4 50 30
4 23 77
64 61 26
42 28 21
53 74 33
33 90 46
66 86 77
76 58 61
99 41 98
45 52 61
57 100 85
8 97 7
99 30 96
92 78 30
51 55 10
35 68 97
47 8 66
82 47 81
52 70 77
10 46 41
81 53 66
53 5 2
100 53 77
65 41 95
82 88 55
25 97 57
77 88 3
7 56 61
16 36 86
32 31 44
31 9 53
70 4 44
11 80 41
30 1 26
37 4 20
79 21 70
88 18 29
55 63 14
35 59 38
63 67 16
18 30 89
77 75 15
28 54 23
19 6 73
23 98 76
76 70 39
17 83 4
54 56 89
71 44 69
40 1 74
34 18 4
18 32 2
58 4 44
71 100 100
58 64 53
10 19 86
28 100 29
25 42 92
68 26 21
38 48 46
45 28 4
32 70 71
39 92 38
39 88 13
73 9 72
58 4 82
45 72 99
32 49 90
1 9 67
80 3 48
99 74 44
26 87 58
43 63 15
45 38 57
66 92 77
46 37 17
66 68 24
2 4 3
1 78 61
22 22 50
45 32 78
1 34 13
44 51 46
99 51 30
54 68 67
14 48 56
36 32 58
28 55 4
92 89 84
49 66 69
89 34 49
59 4 68
86 22 33
75 68 24
6 17 17
54 83 45
91 34 40
21 31 17
53 62 50
35 53 36
80 31 18
88 24 30
14 28 48
51 94 19
92 52 77
92 10 35
99 68 52
22 94 81
42 79 75
89 19 1
82 86 23
57 78 46
85 21 38
7 26 82
64 20 83
43 74 41
94 14 78
32 97 14
64 66 82
51 14 27
80 12 80
94 67 99
53 36 74
9 49 39
71 44 20
51 19 61
85 39 2
1 30 78
15 31 52
57 68 57
88 81 31
85 66 8
34 39 68
38 37 31
31 64 71
18 39 13
58 28 66
65 74 48
13 88 14
94 65 27
97 18 68
31 95 19
93 78 66
17 23 65
75 100 38
38 34 52
37 85 56
6 18 12
93 31 50
35 50 68
63 46 99
21 45 11
60 21 60
4 72 58
66 100 99
63 34 27
75 90 43
3 16 7
81 6 86
61 34 20
39 62 40
78 91 76
74 66 50
51 73 98
27 21 51
91 36 30
11 23 12
10 55 66
63 42 16
83 81 10
48 25 25
92 15 38
57 86 53
82 11 49
82 16 68
56 12 4
96 50 57
86 67 4
15 70 48
30 27 65
10 64 50
43 57 17
11 51 13
15 49 97
8 99 30
78 99 71
74 5 27
79 93 37
13 44 75
11 84 67
82 35 40
7 27 17
57 98 51
22 59 84
15 56 16
42 8 96
50 67 75
40 32 8
72 66 32
74 9 63
16 44 47
17 26 46
49 37 40
70 40 52
47 74 56
36 80 52
86 13 41
30 38 39
74 70 60
77 98 10
100 69 98
46 10 38
55 34 70
89 75 54
76 92 43
61 21 40
32 5 90
82 99 34
56 88 56
36 55 70
67 65 94
67 71 53
89 93 78
77 81 36
29 8 52
89 73 3
94 27 43
63 88 4
24 14 94
65 84 25
65 77 91
3 56 71
60 14 81
72 84 5
93 94 66
51 41 97
58 69 10
94 84 38
55 46 16
99 13 16
71 93 60
27 30 41
31 42 42
24 77 83
99 25 1
2 58 45
94 52 8
83 86 20
25 53 26
29 18 85
11 87 18
97 97 55
63 100 91
33 91 81
3 76 32
83 79 94
66 77 47
83 36 67
63 6 28
13 76 23
73 26 39
37 9 31
86 58 78
12 60 2
59 86 81
90 72 72
74 100 70
92 42 59
89 66 20
96 28 74
78 2 31
82 65 50
65 77 89
72 22 16
42 33 72
66 24 65
31 58 94
53 3 3
32 73 100
59 53 77
54 43 7
98 3 12
75 29 83
80 23 55
81 44 37
36 66 98
41 32 96
42 64 16
29 32 26
37 15 48
35 37 48
47 33 52
100 22 58
67 91 27
54 76 76
81 24 53
90 99 24
51 55 38
63 78 95
79 97 26
79 55 96
37 84 94
3 93 82
92 16 55
13 83 71
67 51 71
47 77 62
95 52 61
27 75 38
92 15 64
96 93 77
85 93 95
2 1 33
7 55 9
8 83 95
74 59 12
57 41 85
32 72 42
2 77 41
41 4 74
7 60 73
92 50 19
92 30 66
7 86 36
68 89 37
51 26 34
61 9 97
51 59 29
6 69 9
14 55 19
32 27 51
64 89 76
71 12 79
99 35 36
36 52 85
32 41 8
92 70 48
83 17 10
40 63 33
71 10 10
41 69 57
91 37 68
98 48 65
78 73 97
93 8 84
62 7 92
32 38 19
45 76 73
91 94 89
39 40 63
28 70 32
93 88 24
61 37 30
88 1 44
79 28 95
73 16 9
94 63 42
50 10 86
34 4 5
45 36 38
71 2 13
8 13 63
47 98 66
27 14 47
87 65 64
50 29 45
33 25 86
75 30 36
88 69 89
9 31 99
5 67 55
85 24 97
94 67 52
12 2 50
1 24 6
91 79 45
48 24 77
11 31 96
60 83 27
94 85 25
46 12 51
6 56 51
70 49 83
27 89 42
24 85 60
77 49 81
96 18 60
14 37 30
2 46 81
16 41 60
78 12 23
88 44 1
9 95 87
44 33 69
27 67 13
87 76 36
2 28 17
62 46 53
30 13 18
43 12 36
69 46 70
63 11 75
94 20 60
63 4 12
60 16 24
75 6 58
73 45 96
41 99 91
80 51 16
7 34 11
75 82 16
49 57 16
93 70 31
46 45 82
23 52 37
46 86 93
62 52 90
71 4 97
24 54 55
99 60 67
59 30 51
25 56 57
64 4 10
89 50 82
27 54 69
55 52 57
82 73 63
98 21 75
8 60 63
92 10 7
83 2 37
12 74 69
92 17 66
57 24 38
94 67 79
56 90 18
9 20 7
10 15 35
14 13 2
24 100 65
46 3 49
10 99 17
13 32 97
29 7 49
70 99 25
45 26 34
51 96 42
37 43 45
30 80 32
79 38 91
42 53 2
17 78 52
46 96 33
5 99 56
1 76 33
77 58 63
91 77 92
16 95 88
15 46 55
51 18 40
46 31 11
17 83 32
63 30 29
36 41 43
95 53 14
16 73 84
51 74 18
2 51 19
12 94 23
76 5 20
49 24 81
98 88 84
48 33 97
15 95 78
97 94 11
9 74 39
21 49 69
21 50 19
60 74 26
23 64 75
23 77 74
61 54 63
74 68 26
50 34 40
51 53 67
45 17 7
99 39 84
81 99 9
11 67 43
22 81 40
93 51 22
5 26 29
5 73 56
1 10 80
79 29 78
78 95 24
44 81 26
84 58 93
78 31 25
94 16 93
30 14 96
42 98 52
87 63 99
38 95 63
27 18 8
11 70 48
67 51 16
41 19 79
21 17 100
3 82 14
56 7 30
20 75 28
51 59 43
10 78 86
83 71 90
57 23 9
71 30 35
11 92 82
25 80 54
79 63 67
44 38 95
97 91 92
42 33 45
2 76 82
87 24 19
67 72 88
27 29 55
81 94 65
58 79 3
2 94 53
98 37 45
70 15 29
3 15 87
8 53 29
31 77 44
22 90 63
14 98 26
6 71 53
25 14 26
47 19 81
80 28 18
19 58 69
61 57 18
48 29 30
8 9 83
45 62 73
87 83 13
57 58 94
34 8 99
35 96 67
6 77 38
25 75 91
18 5 44
41 94 83
7 54 93
44 47 92
21 89 93
10 6 39
20 23 57
66 82 95
7 7 62
61 76 99
89 25 29
89 90 46
50 66 36
68 12 39
68 44 93
73 38 38
98 13 34
27 21 25
41 91 60
71 76 21
96 25 24
79 91 28
15 84 58
41 42 42
11 67 47
31 17 39
9 87 35
54 47 90
1 19 51
78 44 60
22 83 47
26 77 43
28 54 61
58 68 28
65 2 43
41 39 93
70 88 65
31 24 34
32 61 93
63 34 33
13 98 76
81 97 56
75 47 16
87 7 5
18 38 60
75 9 100
48 27 39
18 5 71
77 22 42
20 82 76
37 96 7
70 98 57
68 3 99
67 61 65
7 40 26
20 45 65
85 52 77
21 74 31
29 61 16
52 33 45
87 74 22
78 39 50
44 71 3
83 70 27
15 24 74
50 63 56
92 39 37
36 40 95
24 7 19
67 90 3
60 55 38
2 9 82
100 43 86
18 38 4
96 96 69
62 25 7
95 6 17
3 54 23
78 55 65
94 10 79
62 77 88
10 78 65
59 89 42
21 95 63
35 60 74
69 70 60
86 6 36
52 66 60
79 75 7
86 20 75
31 47 81
92 99 20
63 18 91
64 72 42
38 39 86
66 28 69
56 75 98
89 80 83
34 48 28
58 1 29
60 14 31
95 52 28
79 5 79
13 89 34
13 98 50
22 88 85
99 68 44
74 59 20
56 92 50
65 23 62
79 9 39
79 19 88
33 31 7
92 100 94
84 96 16
38 14 20
33 98 74
92 92 99
5 13 48
61 55 6
91 55 40
49 50 96
25 72 61
61 24 86
93 90 94
22 35 13
98 78 27
1 74 61
20 91 26
4 73 22
83 82 73
76 77 7
47 34 79
77 34 37
88 33 24
71 78 43
26 43 91
80 32 70
24 89 80
88 45 6
39 52 33
1 74 41
65 83 99
50 86 25
69 6 99
12 31 26
97 8 4
76 13 74
41 48 25
12 66 1
93 31 28
75 49 23
6 32 64
33 50 63
85 69 37
60 55 79
100 97 32
7 48 76
15 71 70
60 48 46
90 31 48
67 87 93
17 37 55
33 100 56
11 99 2
3 96 41
18 99 29
8 100 72
4 62 3
37 75 99
88 33 85
3 74 11
70 19 13
11 82 44
11 100 15
3 46 21
21 41 58
62 29 22
32 37 14
45 43 45
13 65 21
74 69 92
73 58 12
54 49 90
88 3 72
4 53 42
20 10 33
8 26 52
16 13 88
28 98 59
80 7 13
11 74 51
69 42 57
58 66 9
52 21 72
8 32 78
16 50 31
100 45 81
58 53 42
69 94 100
56 38 1
44 22 47
36 30 47
99 68 50
53 92 6
17 65 94
46 69 6
63 88 100
76 42 53
37 15 70
4 82 77
87 84 3
54 84 71
65 10 60
32 85 8
6 20 32
13 29 7
60 1 8
69 6 10
47 55 2
99 32 18
98 99 66
23 18 49
34 7 76
28 32 81
39 31 11
53 71 89
67 57 59
34 24 15
84 46 31
51 3 1
72 21 95
58 31 58
81 39 54
44 5 54
13 8 69
19 2 90
95 56 71
42 10 6
15 56 61
97 57 63
26 41 14
36 42 8
20 10 11
82 90 92
21 84 17
33 35 50
54 34 65
71 35 18
3 38 67
61 61 58
60 42 59
54 98 1
84 8 54
53 5 33
36 2 28
93 98 94
8 1 5
18 67 97
36 38 22
91 44 23
50 94 8
27 18 12
20 34 23
14 12 31
53 98 59
53 85 11
99 74 98
39 92 99
3 8 55
81 55 86
25 44 18
74 29 53
20 57 67
62 83 81
31 15 8
17 50 6
33 4 95
24 82 42
76 79 90
7 37 26
43 34 1
32 62 58
92 85 31
17 56 34
17 98 87
51 87 50
15 55 84
6 95 11
41 55 57
12 42 70
91 16 21
37 15 62
37 63 77
7 34 3
75 27 82
57 62 15
44 13 91
28 25 29
13 28 11
65 52 35
68 64 83
51 3 30
46 76 57
4 73 33
65 18 29
44 62 97
10 9 99
30 56 34
58 98 21
8 65 39
49 75 100
73 79 45
71 87 46
82 7 24
28 95 17
3 8 95
90 28 61
40 96 2
34 70 63
22 92 43
6 67 98
5 20 59
48 43 80
75 11 21
99 6 25
3 87 23
54 46 95
68 78 99
97 16 66
35 30 14
86 43 85
40 23 69
7 31 36
20 99 26
33 84 12
48 58 91
70 74 34
12 24 27
24 38 88
24 4 25
26 86 22
79 12 67
3 4 65
81 41 19
58 89 49
72 25 67
89 97 4
89 8 80
69 91 40
83 3 11
16 32 51
9 4 58
90 48 24
86 64 41
99 1 65
12 94 28
17 83 29
44 63 87
25 44 73
79 78 52
67 69 62
79 99 49
28 90 50
65 77 32
21 92 8
84 100 66
11 51 56
63 78 72
71 73 93
41 48 3
41 44 30
50 8 88
52 56 24
66 56 12
100 36 72
97 32 9
24 64 5
97 28 99
54 22 34
63 98 83
2 98 79
86 78 3
43 12 59
5 1 71
34 69 82
70 76 26
86 62 89
90 48 34
16 20 27
11 68 64
85 94 35
100 78 86
8 21 61
33 40 37
61 74 9
50 94 74
95 49 28
31 37 36
36 11 82
35 18 2
99 4 54
2 30 43
62 37 52
51 65 1
53 1 72
92 3 90
70 53 73
14 65 77
4 77 71
68 76 96
82 21 54
3 42 84
39 32 78
24 74 51
94 98 60
29 2 70
64 91 55
81 32 48
53 38 28
16 45 10
55 19 40
23 47 13
86 17 8
31 41 66
68 2 32
2 100 68
39 52 99
90 68 27
90 86 62
26 71 88
88 59 73
7 87 45
96 64 22
38 40 69
38 61 88
71 44 34
39 85 75
27 38 37
6 56 80
55 64 22
9 92 7
12 84 99
56 23 47
35 20 18
65 34 16
2 4 39
36 84 98
38 29 44
67 82 55
71 95 48
33 26 89
24 23 80
62 78 98
13 50 66
82 72 22
91 99 1
37 98 13
14 39 42
12 27 43
19 7 79
50 50 48
50 25 38
39 51 96
26 16 68
85 22 89
70 74 40
2 38 32
77 82 45
68 57 95
11 35 19
88 23 46
84 45 1
60 33 76
97 28 58
5 94 80
89 69 28
82 3 71
33 25 97
80 63 29
55 5 61
1 12 99
77 50 14
11 95 48
20 90 3
3 41 20
46 23 53
32 6 63
33 6 40
35 81 14
93 98 57
27 66 44
20 71 59
17 10 38
40 3 61
84 52 36
47 22 2
84 38 8
7 22 90
68 77 72
37 73 80
49 1 68
2 19 38
23 26 98
85 42 51
14 98 45
96 3 59
30 56 37
48 16 55
22 50 77
98 48 83
62 85 83
88 64 1
75 79 77
83 31 45
89 5 36
8 84 82
97 74 38
12 11 64
50 22 24
11 25 35
8 86 98
66 81 86
73 56 10
22 21 11
1 30 43
35 97 33
91 10 17
33 61 62
3 85 70
50 8 19
6 98 36
1 5 26
31 43 61
34 73 5
70 6 61
45 4 14
42 6 12
4 71 59
50 27 74
82 8 39
9 84 87
38 93 92
46 28 11
11 96 74
98 80 17
72 88 91
44 31 86
69 50 67
63 63 95
81 34 3
92 55 81
98 34 50
74 59 31
23 87 61
46 78 23
72 84 39
58 26 62
95 23 43
96 90 98
92 19 8
49 15 38
90 91 17
7 47 1
15 92 39
39 24 14
41 49 35
99 98 68
29 74 91
48 14 41
29 44 16
74 36 39
22 70 43
15 36 1
72 19 47
80 20 3
91 73 85
17 62 45
92 20 54
20 49 40
85 31 91
32 9 9
66 87 86
58 34 76
1 12 96
54 94 69
65 47 17
60 45 60
23 77 1
14 96 13
49 44 42
73 3 53
73 61 25
68 2 73
50 12 58
68 28 15
91 62 4
36 41 8
19 52 2
63 71 8
68 37 1
83 22 5
85 62 63
25 23 36
92 15 95
81 38 19
26 81 68
59 89 13
4 100 37
54 93 90
36 28 95
57 20 19
17 5 46
93 70 16
82 32 55
10 69 70
5 76 56
50 34 41
93 72 9
70 27 75
59 60 98
45 42 7
57 1 9
65 11 88
1 23 61
13 94 11
6 94 61
62 91 72
66 29 95
79 61 39
47 29 59
91 62 44
50 91 68
5 46 73
44 29 58
31 37 28
18 52 39
96 33 13
76 51 31
82 84 69
85 96 95
41 24 55
46 53 89
56 80 12
17 18 84
10 80 5
80 90 60
16 63 51
12 78 64
42 80 92
95 10 76
47 59 11
21 28 86
96 36 30
49 58 41
52 25 51
90 55 61
96 54 45
58 43 24
77 86 2
13 26 65
35 58 28
37 75 74
11 39 51
2 31 36
13 86 45
1 11 59
66 90 45
29 78 95
1 23 19
81 27 78
42 94 24
99 22 30
95 96 29
92 64 34
48 20 12
89 85 44
51 25 44
83 72 79
53 100 30
12 17 95
19 97 63
8 99 75
46 93 77
74 98 56
73 31 41
86 47 9
16 26 35
79 29 26
87 67 69
74 81 95
15 18 79
5 52 64
40 48 39
11 40 73
35 72 100
68 73 80
11 27 45
91 83 87
56 74 73
22 32 33
23 90 14
88 7 87
17 14 22
76 49 55
61 29 42
6 47 28
53 55 86
86 52 27
72 64 18
55 41 36
3 100 84
70 4 93
42 64 90
95 34 9
43 4 70
68 81 24
11 78 75
7 89 7
27 43 75
25 52 85
53 20 72
93 19 66
33 43 84
32 46 5
94 37 94
73 5 82
66 49 7
83 46 73
42 41 5
83 2 73
99 72 91
17 99 28
95 46 63
84 26 79
53 18 38
98 86 98
94 86 7
84 93 63
43 94 79
54 76 34
61 95 10
72 87 9
79 65 81
17 75 8
38 77 93
46 39 16
49 4 34
8 63 7
37 38 11
53 46 29
93 68 21
12 44 23
35 1 6
34 66 67
93 8 46
65 24 64
90 20 53
62 99 64
20 9 3
54 50 54
63 41 70
33 21 35
65 31 64
12 1 93
42 82 84
53 76 55
83 16 10
15 27 9
11 43 71
18 36 12
97 12 46
3 90 95
91 72 16
5 64 53
5 73 17
80 89 22
20 51 12
94 97 34
43 3 46
92 16 89
57 18 3
43 8 84
17 19 78
37 78 68
82 54 48
85 63 47
79 98 64
15 86 22
88 57 27
87 66 14
42 36 58
72 50 81
51 62 33
62 29 31
23 18 44
66 93 13
27 68 56
100 31 37
16 79 57
32 95 100
36 75 18
43 56 30
46 7 4
94 69 22
6 42 2
41 43 90
80 86 42
10 76 3
23 99 65
33 24 100
78 88 48
66 59 96
32 19 20
55 35 17
74 78 91
43 80 85
78 12 84
69 33 45
7 15 86
14 11 17
80 86 35
76 96 22
5 84 87
97 93 1
92 7 13
37 70 5
59 83 75
31 60 31
50 68 41
27 37 23
12 79 4
71 1 45
11 75 96
97 24 55
27 52 65
44 90 24
22 76 100
15 94 60
12 26 37
100 90 95
39 16 91
83 96 61
43 47 96
95 48 76
81 55 59
92 47 72
97 33 69
41 97 41
19 71 25
46 31 3
79 92 100
26 93 9
66 92 53
61 31 46
35 44 32
2 68 88
18 9 6
33 4 20
4 40 25
45 17 87
62 61 49
16 62 14
6 19 10
27 92 91
5 30 10
27 41 84
98 34 43
91 63 30
5 62 34
43 64 82
20 85 22
16 22 11
51 70 87
100 32 100
63 35 75
4 10 50
14 28 89
72 71 16
14 75 84
70 63 36
90 78 52
84 46 50
50 44 38
52 50 5
60 64 22
21 59 87
77 50 46
39 39 36
87 43 60
2 42 15
18 78 63
18 93 6
23 80 11
31 39 58
71 75 62
88 39 25
77 91 81
86 63 21
68 62 85
59 39 31
80 42 61
53 20 20
77 50 51
33 22 26
72 87 51
89 7 69
99 43 98
40 54 73
39 74 99
65 52 23
73 2 40
65 29 66
35 1 45
90 36 48
89 92 55
14 56 98
14 53 59
48 96 64
24 9 57
37 65 7
93 39 17
12 55 36
84 19 100
48 68 41
26 31 9
38 34 68
9 41 31
98 9 64
76 79 18
2 98 50
54 51 17
99 75 75
67 67 68
10 56 98
64 94 8
70 27 47
28 11 58
16 75 40
12 39 46
30 80 22
4 69 95
100 27 48
9 64 47
62 62 75
91 88 4
40 27 92
92 87 3
25 14 38
16 74 61
72 72 98
63 31 71
92 25 89
1 47 46
74 69 13
1 71 88
75 37 10
86 96 93
89 45 69
43 89 89
84 5 75
58 51 17
56 20 48
41 96 68
98 48 5
88 13 63
66 71 21
72 68 38
99 81 100
21 85 41
40 44 89
96 81 71
27 42 8
51 36 26
10 55 76
38 47 73
55 57 19
7 100 81
77 92 83
86 75 13
35 29 92
88 2 18
43 19 98
2 68 75
24 22 63
76 50 51
11 83 65
10 58 93
3 85 10
27 49 28
22 14 80
52 68 3
56 24 53
77 16 62
28 53 100
90 21 59
40 90 89
62 61 15
49 77 44
6 91 97
98 48 82
98 84 48
19 69 7
20 75 74
64 10 96
95 46 40
5 68 8
85 7 60
32 49 3
23 79 26
77 1 7
16 9 56
49 50 1
11 34 59
67 83 6
82 56 17
45 70 93
69 99 4
90 17 78
53 80 13
77 48 96
17 42 80
3 64 63
41 87 8
51 90 100
96 94 53
11 81 73
71 36 36
84 12 19
98 66 95
69 91 98
29 26 76
52 41 93
5 88 21
57 55 14
69 91 76
5 84 22
44 32 40
28 10 1
79 1 51
53 32 71
9 48 94
93 32 36
77 7 98
8 6 75
99 26 78
11 26 27
85 72 61
20 98 100
78 87 14
35 50 60
35 43 7
56 69 37
45 90 45
37 97 4
37 60 8
76 21 7
87 59 67
17 41 27
46 85 31
100 3 82
33 81 30
85 31 25
35 17 11
96 99 31
63 9 40
78 50 45
73 44 69
85 80 40
74 19 5
77 2 68
100 58 43
52 15 31
5 7 59
97 29 93
52 44 97
31 32 79
68 100 15
58 54 88
57 14 73
39 29 71
14 65 22
78 5 6
20 61 86
78 93 58
6 80 38
64 15 71
2 85 73
27 14 26
94 84 76
10 86 29
15 46 7
79 46 73
63 95 7
92 55 96
75 73 70
7 83 84
54 80 65
25 31 63
81 35 94
26 43 66
4 45 73
87 42 36
84 60 47
5 20 16
36 98 68
77 5 73
8 55 29
44 72 47
39 68 12
71 41 18
48 26 54
13 90 15
99 29 30
53 20 98
36 44 35
55 93 99
78 28 53
58 8 49
73 91 49
85 41 46
32 64 72
56 60 27
21 99 37
59 8 41
8 6 41
21 76 83
39 27 92
9 64 17
87 12 10
12 85 45
53 83 61
70 22 81
25 10 73
16 58 12
34 100 51
37 83 85
50 89 88
89 61 38
31 63 25
69 80 12
61 28 10
64 60 85
1 88 39
97 54 53
19 12 80
34 82 8
35 46 62
24 3 79
99 73 70
42 4 70
42 36 49
29 5 86
92 63 84
58 11 71
40 71 92
30 44 38
67 94 63
19 15 2
5 35 14
65 36 17
66 62 91
18 55 36
37 97 58
64 15 16
54 95 32
77 62 49
39 92 25
74 57 53
60 90 20
92 82 70
14 75 59
24 44 11
38 8 24
20 96 98
28 24 72
52 84 5
80 90 76
25 82 65
5 38 10
96 60 4
76 73 53
10 97 60
32 68 83
46 49 64
56 70 63
90 10 75
22 61 95
39 85 94
21 45 84
22 35 68
44 68 84
32 93 76
60 6 23
16 70 33
88 82 46
53 16 13
25 84 71
45 64 30
21 5 71
22 10 3
68 61 15
37 15 4
71 93 44
9 51 56
96 73 18
69 22 36
33 2 98
2 56 53
61 51 41
62 69 2
17 26 34
42 58 62
35 68 3
71 64 22
86 45 64
56 23 67
10 52 17
30 13 33
51 48 10
15 95 33
61 29 72
93 65 77
56 55 68
89 96 32
43 80 94
15 35 91
65 93 49
12 97 88
9 71 84
2 40 92
91 70 47
89 62 96
84 63 77
50 87 97
90 76 37
7 87 4
96 82 3
68 36 21
20 56 22
41 83 20
80 3 83
34 55 19
74 52 69
53 50 67
39 13 59
23 36 80
63 91 99
53 74 78
42 6 51
71 51 92
66 80 79
97 49 87
41 98 67
80 78 2
43 63 61
69 72 95
30 83 91
75 24 94
79 82 66
32 2 59
92 23 5
62 91 20
67 20 91
22 68 98
11 65 66
37 32 89
34 59 21
28 40 12
44 47 62
99 17 8
31 9 52
11 6 24
17 20 29
30 9 21
84 83 5
39 44 40
42 86 39
26 32 47
21 20 4
36 26 22
60 38 88
15 13 51
54 51 42
91 42 9
48 37 29
38 73 17
49 17 30
70 42 6
45 19 69
67 92 34
60 84 50
62 52 78
76 52 36
18 48 80
6 21 49
74 48 30
11 95 19
83 59 45
49 62 67
7 64 51
54 86 43
51 62 61
13 61 23
80 36 66
29 100 12
34 22 86
12 39 94
18 80 33
21 20 42
28 30 54
68 88 79
6 31 6
2 18 34
51 40 10
12 91 81
6 4 71
92 83 14
56 89 42
70 29 44
80 84 54
75 9 75
92 3 13
22 43 46
2 68 97
6 10 49
78 49 51
44 47 6
25 60 37
90 81 5
89 76 97
69 38 56
13 39 7
31 29 92
79 37 6
11 25 77
16 53 70
54 80 66
65 4 49
66 72 55
30 75 30
1 96 7
70 100 3
14 64 80
39 8 44
62 86 89
19 65 28
71 29 43
82 100 48
99 65 89
88 97 32
90 66 5
34 60 97
62 79 89
42 92 80
14 17 47
71 88 31
97 24 47
45 83 78
30 12 66
32 70 5
48 6 35
14 27 55
73 49 25
79 95 67
44 37 89
25 1 35
11 18 42
45 88 80
79 72 49
29 9 19
28 66 34
48 5 45
88 9 38
40 80 30
78 72 56
45 35 86
70 99 69
90 41 4
84 13 86
81 12 41
6 68 66
91 3 26
48 58 14
74 82 97
3 24 78
32 9 48
34 18 58
31 20 36
65 1 82
7 83 43
88 64 26
81 2 33
72 83 77
17 91 1
60 14 79
96 40 53
54 16 66
79 8 10
96 58 15
44 25 67
85 41 79
26 37 16
92 64 37
60 48 68
95 94 81
71 50 25
11 62 77
20 29 2
56 90 13
1 68 74
100 70 77
22 99 85
49 85 12
72 23 60
34 54 49
24 37 76
36 9 33
32 66 96
34 54 42
13 87 52
100 65 54
43 99 77
58 77 66
64 95 21
95 66 84
62 41 92
84 99 33
56 89 28
74 85 65
99 27 6
100 31 34
12 15 85
28 29 86
16 69 48
76 83 74
19 31 95
81 85 19
47 80 60
40 95 23
10 82 20
36 23 31
69 6 53
80 54 70
99 85 69
90 41 69
12 29 66
1 88 79
56 100 83
25 84 31
4 90 57
55 84 11
32 81 10
70 14 53
6 5 2
16 91 98
82 31 19
77 73 24
18 18 76
42 65 87
32 30 73
95 96 45
93 77 86
13 40 36
74 20 97
92 99 91
13 1 8
93 94 61
11 52 71
90 15 38
13 47 74
68 61 23
89 17 48
53 77 56
53 73 1
26 80 86
26 84 1
89 53 16
23 96 17
92 94 9
8 56 82
4 80 72
27 70 50
22 46 72
3 4 7
69 44 3
33 47 73
16 15 78
25 31 44
33 3 58
97 53 19
99 82 16
65 89 17
43 9 29
31 25 66
72 63 28
52 5 51
44 51 64
43 65 50
97 28 36
48 32 87
98 28 51
86 32 31
69 13 23
38 84 91
96 99 98
13 63 68
43 35 67
2 11 54
75 49 91
30 51 89
86 99 73
1 51 91
79 78 44
2 71 86
38 63 89
86 50 44
19 26 56
3 33 48
61 91 14
72 23 28
18 53 78
73 26 3
94 32 61
34 65 77
65 5 100
28 32 97
50 56 1
86 20 76
69 4 49
70 54 85
52 63 69
56 47 71
95 90 47
51 53 91
40 12 18
66 91 59
97 77 68
21 97 73
12 96 27
27 5 32
